Number of Vehicles in Lane 1,Number of Vehicles in Lane 2,Number of Vehicles in Lane 3,Number of Vehicles in Lane 4,Lane 1 Traffic Flow,Lane 2 Traffic Flow,Lane 3 Traffic Flow,Lane 4 Traffic Flow,Lane 1 On Time,Lane 2 On Time,Lane 3 On Time,Lane 4 On Time,Lane 1 Saturation Flow,Lane 2 Saturation Flow,Lane 3 Saturation Flow,Lane 4 Saturation Flow,Lane 1 Flow Ratio,Lane 2 Flow Ratio,Lane 3 Flow Ratio,Lane 4 Flow Ratio,Total Flow Ratio,Optimum Cycle Time,Width of Lane 1,Width of Lane 2,Width of Lane 3,Width of Lane 4,Intergreen Period,Amber Period,Number of Phases,Initial Delay,Minimum On Time,Maximum Cycle Time,Total Time Lost
14,2,29,24,22.25,2.75,41.25,32.25,11.0,10.0,21.0,16.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.015277777777777777,0.22916666666666666,0.17916666666666667,0.5472222222222223,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,9,5,29,31.83,12.5,10.5,41.25,17.0,10.0,10.0,22.0,180.0,180.0,180.0,180.0,0.17683333333333331,0.06944444444444445,0.058333333333333334,0.22916666666666666,0.5337777777777778,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,24,22,17,23.0,33.0,32.58,30.5,14.0,21.0,20.0,19.0,180.0,180.0,180.0,180.0,0.12777777777777777,0.18333333333333332,0.181,0.16944444444444445,0.6615555555555556,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,29,33,42,0.0,41.25,46.5,56.5,10.0,27.0,30.0,37.0,180.0,180.0,180.0,180.0,0.0,0.22916666666666666,0.25833333333333336,0.3138888888888889,0.8013888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,42,33,12,36.0,65.0,46.5,25.25,22.0,39.0,28.0,15.0,180.0,180.0,180.0,180.0,0.2,0.3611111111111111,0.25833333333333336,0.14027777777777778,0.9597222222222221,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,25,26,0,20.5,37.25,41.5,0.0,10.0,18.0,20.0,10.0,180.0,180.0,180.0,180.0,0.11388888888888889,0.20694444444444443,0.23055555555555557,0.0,0.5513888888888889,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
5,14,27,16,10.5,16.25,34.25,24.75,10.0,10.0,19.0,14.0,180.0,180.0,180.0,180.0,0.058333333333333334,0.09027777777777778,0.19027777777777777,0.1375,0.4763888888888889,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,31,14,5,0.33,44.5,22.25,10.5,10.0,24.0,14.0,10.0,180.0,180.0,180.0,180.0,0.0018333333333333335,0.24722222222222223,0.12361111111111112,0.058333333333333334,0.43100000000000005,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,17,9,25,41.25,30.5,12.5,42.5,28.0,21.0,10.0,29.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.16944444444444445,0.06944444444444445,0.2361111111111111,0.7041666666666666,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
10,30,0,16,14.25,33.5,0.0,24.75,10.0,17.0,10.0,12.0,180.0,180.0,180.0,180.0,0.07916666666666666,0.18611111111111112,0.0,0.1375,0.4027777777777778,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,17,14,25,0.0,30.5,22.25,36.0,10.0,15.0,14.0,18.0,180.0,180.0,180.0,180.0,0.0,0.16944444444444445,0.12361111111111112,0.2,0.4930555555555556,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,37,0,4,4.0,53.25,0.0,5.5,10.0,25.0,10.0,10.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.29583333333333334,0.0,0.030555555555555555,0.3486111111111111,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,30,32,0,37.25,43.75,38.65,0.0,23.0,27.0,24.0,10.0,180.0,180.0,180.0,180.0,0.20694444444444443,0.24305555555555555,0.2147222222222222,0.0,0.6647222222222222,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,0,17,4,11.0,0.0,26.5,4.0,10.0,10.0,15.0,10.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.0,0.14722222222222223,0.022222222222222223,0.23055555555555557,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,37,0,38,0.0,50.33,0.0,66.75,10.0,30.0,10.0,39.0,180.0,180.0,180.0,180.0,0.0,0.2796111111111111,0.0,0.37083333333333335,0.6504444444444444,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,7,32,3,22.25,11.0,38.65,2.0,10.0,10.0,18.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.06111111111111111,0.2147222222222222,0.011111111111111112,0.41055555555555556,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,17,1,12,0.0,26.5,0.33,14.25,10.0,15.0,10.0,8.0,180.0,180.0,180.0,180.0,0.0,0.14722222222222223,0.0018333333333333335,0.07916666666666666,0.22822222222222222,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,34,42,0,33.0,45.75,65.0,0.0,22.0,30.0,43.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.25416666666666665,0.3611111111111111,0.0,0.7986111111111112,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,17,27,18,17.0,30.5,31.83,28.75,10.0,18.0,19.0,17.0,180.0,180.0,180.0,180.0,0.09444444444444444,0.16944444444444445,0.17683333333333331,0.1597222222222222,0.6004444444444444,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,27,26,25,36.0,42.33,41.5,42.5,23.0,27.0,27.0,27.0,180.0,180.0,180.0,180.0,0.2,0.23516666666666666,0.23055555555555557,0.2361111111111111,0.9018333333333335,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
10,38,2,24,14.25,66.75,2.75,38.0,10.0,41.0,10.0,23.0,180.0,180.0,180.0,180.0,0.07916666666666666,0.37083333333333335,0.015277777777777777,0.2111111111111111,0.6763888888888889,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,4,30,16,65.0,5.5,33.5,23.0,45.0,10.0,23.0,16.0,180.0,180.0,180.0,180.0,0.3611111111111111,0.030555555555555555,0.18611111111111112,0.12777777777777777,0.7055555555555555,110.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,7,0,31,53.25,11.0,0.0,44.5,29.0,10.0,10.0,25.0,180.0,180.0,180.0,180.0,0.29583333333333334,0.06111111111111111,0.0,0.24722222222222223,0.6041666666666667,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,24,14,29,3.0,33.0,16.25,41.25,10.0,18.0,10.0,23.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.18333333333333332,0.09027777777777778,0.22916666666666666,0.5194444444444444,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,9,24,0,42.33,10.75,38.0,0.0,20.0,10.0,18.0,10.0,180.0,180.0,180.0,180.0,0.23516666666666666,0.059722222222222225,0.2111111111111111,0.0,0.506,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,25,29,16,12.5,37.25,41.25,17.0,10.0,21.0,23.0,10.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.20694444444444443,0.22916666666666666,0.09444444444444444,0.6,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,26,25,16,3.0,29.41,37.25,23.0,10.0,14.0,18.0,13.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.1633888888888889,0.20694444444444443,0.12777777777777777,0.5147777777777778,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,24,0,24,11.0,38.0,0.0,26.5,10.0,17.0,10.0,12.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.2111111111111111,0.0,0.14722222222222223,0.4194444444444444,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,0,3,26,29.41,0.0,2.0,41.5,14.0,10.0,10.0,20.0,180.0,180.0,180.0,180.0,0.1633888888888889,0.0,0.011111111111111112,0.23055555555555557,0.40505555555555556,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,24,0,7,30.5,26.5,0.0,11.0,16.0,13.0,10.0,10.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.14722222222222223,0.0,0.06111111111111111,0.37777777777777777,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,12,24,0,12.5,19.5,33.0,0.0,10.0,11.0,18.0,10.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.10833333333333334,0.18333333333333332,0.0,0.3611111111111111,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,18,24,25,51.25,28.75,32.25,42.5,34.0,19.0,22.0,29.0,180.0,180.0,180.0,180.0,0.2847222222222222,0.1597222222222222,0.17916666666666667,0.2361111111111111,0.8597222222222223,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,29,42,12,0.0,41.25,65.0,25.25,10.0,29.0,46.0,18.0,180.0,180.0,180.0,180.0,0.0,0.22916666666666666,0.3611111111111111,0.14027777777777778,0.7305555555555556,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
32,3,29,17,38.65,2.0,41.25,26.5,21.0,10.0,23.0,15.0,180.0,180.0,180.0,180.0,0.2147222222222222,0.011111111111111112,0.22916666666666666,0.14722222222222223,0.6022222222222222,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,24,3,25,12.5,33.0,2.0,37.25,10.0,16.0,10.0,18.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.18333333333333332,0.011111111111111112,0.20694444444444443,0.4708333333333333,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
22,24,0,32,32.58,32.25,0.0,38.65,17.0,17.0,10.0,20.0,180.0,180.0,180.0,180.0,0.181,0.17916666666666667,0.0,0.2147222222222222,0.5748888888888888,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,4,33,34,26.5,4.0,46.5,45.75,18.0,10.0,31.0,31.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.022222222222222223,0.25833333333333336,0.25416666666666665,0.6819444444444445,105.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,0,21,27,33.5,0.0,28.0,31.83,18.0,10.0,15.0,17.0,180.0,180.0,180.0,180.0,0.18611111111111112,0.0,0.15555555555555556,0.17683333333333331,0.5185,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,27,24,24,4.0,34.25,38.0,32.25,10.0,19.0,21.0,18.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.19027777777777777,0.2111111111111111,0.17916666666666667,0.6027777777777777,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
37,30,22,7,53.25,33.5,32.58,11.0,40.0,25.0,24.0,10.0,180.0,180.0,180.0,180.0,0.29583333333333334,0.18611111111111112,0.181,0.06111111111111111,0.7240555555555556,115.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,25,10,17,10.75,37.25,14.25,26.5,10.0,20.0,10.0,14.0,180.0,180.0,180.0,180.0,0.059722222222222225,0.20694444444444443,0.07916666666666666,0.14722222222222223,0.4930555555555556,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,12,22,2,3.0,25.25,32.58,2.75,10.0,13.0,16.0,10.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.14027777777777778,0.181,0.015277777777777777,0.3532222222222222,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,22,30,3,11.0,32.58,43.75,3.0,10.0,17.0,22.0,10.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.181,0.24305555555555555,0.016666666666666666,0.5018333333333334,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,0,9,10,20.5,0.0,10.75,14.25,11.0,10.0,10.0,11.0,180.0,180.0,180.0,180.0,0.11388888888888889,0.0,0.059722222222222225,0.07916666666666666,0.25277777777777777,55.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,26,16,10,38.0,29.41,24.75,14.25,22.0,17.0,14.0,10.0,180.0,180.0,180.0,180.0,0.2111111111111111,0.1633888888888889,0.1375,0.07916666666666666,0.5911666666666666,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,25,33,17,0.33,42.5,46.5,30.5,10.0,26.0,29.0,19.0,180.0,180.0,180.0,180.0,0.0018333333333333335,0.2361111111111111,0.25833333333333336,0.16944444444444445,0.6657222222222223,100.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,5,0,14,0.0,10.5,0.0,16.25,10.0,11.0,10.0,12.0,180.0,180.0,180.0,180.0,0.0,0.058333333333333334,0.0,0.09027777777777778,0.1486111111111111,55.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,1,16,5,26.5,1.0,20.5,10.5,13.0,10.0,14.0,10.0,180.0,180.0,180.0,180.0,0.14722222222222223,0.005555555555555556,0.11388888888888889,0.058333333333333334,0.325,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,34,26,0,4.0,45.75,41.5,0.0,10.0,23.0,21.0,10.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.25416666666666665,0.23055555555555557,0.0,0.5069444444444444,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,26,16,26,25.25,41.5,17.0,29.41,14.0,23.0,10.0,17.0,180.0,180.0,180.0,180.0,0.14027777777777778,0.23055555555555557,0.09444444444444444,0.1633888888888889,0.6286666666666667,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,25,37,4,30.5,42.5,53.25,4.0,22.0,30.0,38.0,10.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.2361111111111111,0.29583333333333334,0.022222222222222223,0.7236111111111111,115.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
19,22,24,33,26.75,32.58,33.0,46.5,20.0,24.0,25.0,35.0,180.0,180.0,180.0,180.0,0.1486111111111111,0.181,0.18333333333333332,0.25833333333333336,0.7712777777777777,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
12,25,42,26,14.25,42.5,56.5,41.5,10.0,29.0,38.0,28.0,180.0,180.0,180.0,180.0,0.07916666666666666,0.2361111111111111,0.3138888888888889,0.23055555555555557,0.8597222222222223,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
38,38,12,30,51.25,66.75,25.25,43.75,29.0,37.0,14.0,24.0,180.0,180.0,180.0,180.0,0.2847222222222222,0.37083333333333335,0.14027777777777778,0.24305555555555555,1.038888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,29,27,31,0.0,41.25,31.83,44.5,10.0,24.0,19.0,26.0,180.0,180.0,180.0,180.0,0.0,0.22916666666666666,0.17683333333333331,0.24722222222222223,0.6532222222222221,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,17,24,26,12.5,30.5,33.0,41.5,10.0,18.0,20.0,25.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.16944444444444445,0.18333333333333332,0.23055555555555557,0.6527777777777778,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,12,12,17,0.0,25.25,19.5,26.5,10.0,12.0,12.0,13.0,180.0,180.0,180.0,180.0,0.0,0.14027777777777778,0.10833333333333334,0.14722222222222223,0.39583333333333337,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,29,7,0,22.25,41.25,11.0,0.0,10.0,19.0,10.0,10.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.22916666666666666,0.06111111111111111,0.0,0.41388888888888886,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
26,25,27,0,29.41,42.5,34.25,0.0,16.0,24.0,19.0,10.0,180.0,180.0,180.0,180.0,0.1633888888888889,0.2361111111111111,0.19027777777777777,0.0,0.5897777777777777,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,0,27,42,43.75,0.0,42.33,56.5,29.0,10.0,28.0,37.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.0,0.23516666666666666,0.3138888888888889,0.7921111111111111,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,25,26,3,12.5,42.5,29.41,3.0,10.0,23.0,16.0,10.0,180.0,180.0,180.0,180.0,0.06944444444444445,0.2361111111111111,0.1633888888888889,0.016666666666666666,0.48561111111111116,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,9,24,17,41.25,12.5,33.0,26.5,24.0,10.0,19.0,15.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.06944444444444445,0.18333333333333332,0.14722222222222223,0.6291666666666667,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,29,19,12,34.25,41.25,26.75,14.25,21.0,25.0,17.0,10.0,180.0,180.0,180.0,180.0,0.19027777777777777,0.22916666666666666,0.1486111111111111,0.07916666666666666,0.6472222222222221,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,14,27,27,65.0,16.25,31.83,42.33,43.0,11.0,21.0,28.0,180.0,180.0,180.0,180.0,0.3611111111111111,0.09027777777777778,0.17683333333333331,0.23516666666666666,0.8633888888888889,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,24,18,4,0.0,38.0,28.75,4.0,10.0,19.0,15.0,10.0,180.0,180.0,180.0,180.0,0.0,0.2111111111111111,0.1597222222222222,0.022222222222222223,0.39305555555555555,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
27,16,0,16,34.25,23.0,0.0,24.75,16.0,11.0,10.0,12.0,180.0,180.0,180.0,180.0,0.19027777777777777,0.12777777777777777,0.0,0.1375,0.45555555555555555,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,33,9,12,3.0,46.5,10.75,19.5,10.0,24.0,10.0,13.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.25833333333333336,0.059722222222222225,0.10833333333333334,0.4430555555555556,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,9,24,24,3.0,12.5,33.0,26.5,10.0,10.0,16.0,13.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.06944444444444445,0.18333333333333332,0.14722222222222223,0.41666666666666663,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,16,33,31,16.25,24.75,46.5,44.5,12.0,18.0,33.0,32.0,180.0,180.0,180.0,180.0,0.09027777777777778,0.1375,0.25833333333333336,0.24722222222222223,0.7333333333333334,110.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
4,0,25,0,4.0,0.0,36.0,0.0,10.0,10.0,23.0,10.0,180.0,180.0,180.0,180.0,0.022222222222222223,0.0,0.2,0.0,0.22222222222222224,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
16,29,12,0,24.75,41.25,25.25,0.0,12.0,20.0,12.0,10.0,180.0,180.0,180.0,180.0,0.1375,0.22916666666666666,0.14027777777777778,0.0,0.5069444444444444,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
14,16,24,17,22.25,17.0,38.0,30.5,12.0,10.0,22.0,18.0,180.0,180.0,180.0,180.0,0.12361111111111112,0.09444444444444444,0.2111111111111111,0.16944444444444445,0.5986111111111112,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
32,38,3,0,38.65,66.75,2.0,0.0,22.0,37.0,10.0,10.0,180.0,180.0,180.0,180.0,0.2147222222222222,0.37083333333333335,0.011111111111111112,0.0,0.5966666666666667,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
34,38,18,42,45.75,66.75,21.25,65.0,24.0,35.0,11.0,34.0,180.0,180.0,180.0,180.0,0.25416666666666665,0.37083333333333335,0.11805555555555555,0.3611111111111111,1.1041666666666667,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,37,38,0,33.0,50.33,51.25,0.0,23.0,35.0,36.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.2796111111111111,0.2847222222222222,0.0,0.7476666666666666,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
7,1,9,24,11.0,1.0,12.5,29.0,10.0,10.0,10.0,17.0,180.0,180.0,180.0,180.0,0.06111111111111111,0.005555555555555556,0.06944444444444445,0.16111111111111112,0.2972222222222223,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,24,2,5,0.0,26.5,2.75,10.5,10.0,17.0,10.0,11.0,180.0,180.0,180.0,180.0,0.0,0.14722222222222223,0.015277777777777777,0.058333333333333334,0.22083333333333333,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
21,25,16,16,28.0,36.0,17.0,20.5,16.0,21.0,10.0,11.0,180.0,180.0,180.0,180.0,0.15555555555555556,0.2,0.09444444444444444,0.11388888888888889,0.5638888888888889,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
31,18,5,42,44.5,21.25,10.5,65.0,32.0,15.0,10.0,47.0,180.0,180.0,180.0,180.0,0.24722222222222223,0.11805555555555555,0.058333333333333334,0.3611111111111111,0.7847222222222223,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
33,24,24,4,46.5,33.0,33.0,4.0,28.0,20.0,20.0,10.0,180.0,180.0,180.0,180.0,0.25833333333333336,0.18333333333333332,0.18333333333333332,0.022222222222222223,0.6472222222222223,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,24,7,9,3.0,32.25,11.0,12.5,10.0,17.0,10.0,10.0,180.0,180.0,180.0,180.0,0.016666666666666666,0.17916666666666667,0.06111111111111111,0.06944444444444445,0.32638888888888884,60.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
9,18,42,7,10.75,28.75,65.0,11.0,10.0,18.0,41.0,10.0,180.0,180.0,180.0,180.0,0.059722222222222225,0.1597222222222222,0.3611111111111111,0.06111111111111111,0.6416666666666666,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,27,24,18,0.33,31.83,29.0,28.75,10.0,16.0,14.0,14.0,180.0,180.0,180.0,180.0,0.0018333333333333335,0.17683333333333331,0.16111111111111112,0.1597222222222222,0.49949999999999994,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
30,25,2,24,43.75,36.0,2.75,29.0,26.0,21.0,10.0,17.0,180.0,180.0,180.0,180.0,0.24305555555555555,0.2,0.015277777777777777,0.16111111111111112,0.6194444444444445,90.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
1,26,16,19,1.0,29.41,20.5,26.75,10.0,15.0,13.0,14.0,180.0,180.0,180.0,180.0,0.005555555555555556,0.1633888888888889,0.11388888888888889,0.1486111111111111,0.4314444444444444,65.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
42,0,42,33,56.5,0.0,65.0,46.5,32.0,10.0,36.0,26.0,180.0,180.0,180.0,180.0,0.3138888888888889,0.0,0.3611111111111111,0.25833333333333336,0.9333333333333333,120.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
29,30,3,5,41.25,43.75,2.0,10.5,22.0,23.0,10.0,10.0,180.0,180.0,180.0,180.0,0.22916666666666666,0.24305555555555555,0.011111111111111112,0.058333333333333334,0.5416666666666666,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
17,5,16,33,30.5,10.5,23.0,46.5,18.0,10.0,14.0,27.0,180.0,180.0,180.0,180.0,0.16944444444444445,0.058333333333333334,0.12777777777777777,0.25833333333333336,0.6138888888888889,85.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,0,22,0,33.0,0.0,32.58,0.0,17.0,10.0,17.0,10.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.0,0.181,0.0,0.3643333333333333,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
25,7,16,24,37.25,11.0,17.0,33.0,20.0,10.0,10.0,18.0,180.0,180.0,180.0,180.0,0.20694444444444443,0.06111111111111111,0.09444444444444444,0.18333333333333332,0.5458333333333333,75.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
0,26,33,16,0.0,29.41,46.5,17.0,10.0,14.0,22.0,10.0,180.0,180.0,180.0,180.0,0.0,0.1633888888888889,0.25833333333333336,0.09444444444444444,0.5161666666666667,70.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
24,10,12,33,33.0,14.25,25.25,46.5,22.0,10.0,17.0,30.0,180.0,180.0,180.0,180.0,0.18333333333333332,0.07916666666666666,0.14027777777777778,0.25833333333333336,0.6611111111111111,95.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
3,16,10,38,2.0,20.5,14.25,66.75,10.0,12.0,10.0,35.0,180.0,180.0,180.0,180.0,0.011111111111111112,0.11388888888888889,0.07916666666666666,0.37083333333333335,0.575,80.0,10.0,10.0,10.0,10.0,4.0,2.0,4.0,0.0,10.0,120.0,16.0
